"year","qtr","date","response_id","identifier","interview_date","airport","country_of_residence","country_of_residence_group","au_state_of_origin","gender","first_nz_trip","purpose_of_visit_main","purpose_subtype","arrival_method","arrival_date","no_days_in_nz","no_days_in_nz_unknown","no_selection_itinerary","package_deal","pkg_included_airfare","country_package_started","trip_start_country","incl_stay_other_country","no_nights_other_country","single_or_others","no_people_over_15","no_people_under_15","currency","other_purchase","age_range","visited_ni","visited_si","travel_type","main_transport_type","sustainability_considered","treated_spend","population_weight","psu","vem_pop_weight"
2025,1,"2025-03-31","GEN24_1091894","Q1_2025_1_1246","2025-02-21","Auckland","Australia","Australia","None of these for 12 months or more","Female","Yes","Holiday / vacation","To go sightseeing","Auckland airport","2025-02-11",10,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"40 - 44","Visited the North Island",NA,"Tour Group","Not sure","Rarely",2891.0726,472.3408786903584,"1",778.0971594162685
2025,1,"2025-03-31","GEN24_1091898","Q1_2025_1_1260","2025-02-21","Auckland","Germany","Germany",NA,"Female","No","Holiday / vacation","For your honeymoon","Queenstown airport","2025-01-21",31,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"30 - 34","Visited the North Island","Visited the South Island","Independent Traveller","Rental car","Rarely",9164.329492,94.32895846903146,"1",127.08496968498598
2025,1,"2025-03-31","GEN24_1091901","Q1_2025_3_323","2025-02-21","Christchurch","England","UK",NA,"Male","No","Visiting friends / relatives","To visit family","Christchurch airport","2025-01-21",31,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"55 - 59","Visited the North Island","Visited the South Island","Independent Traveller","Car or van owned by you / family / friend(s) / company","Always",4002.901899,83.2382460455316,"13",128.05730072535547
2025,1,"2025-03-31","GEN24_1091905","Q1_2025_3_321","2025-02-21","Christchurch","England","UK",NA,"Female","No","Visiting friends / relatives","For a wedding, funeral, other family occasion","Christchurch airport","2025-01-31",21,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"35 - 39",NA,"Visited the South Island","Independent Traveller","Car or van owned by you / family / friend(s) / company","Sometimes",1450,93.46652299431341,"13",318.3658896234097
2025,1,"2025-03-31","GEN24_1091909","Q1_2025_3_318","2025-02-21","Christchurch","France","Rest of Europe",NA,"Female","Yes","Holiday / vacation","To go sightseeing","Auckland airport","2025-02-03",18,NA,NA,"Yes","No","France","France","No",NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"35 - 39","Visited the North Island","Visited the South Island","Tour Group","Tour bus","Sometimes",16346.68116,85.56934795397642,"13",290.0747883067555
2025,1,"2025-03-31","GEN24_1091911","Q1_2025_3_322","2025-02-21","Christchurch","France","Rest of Europe",NA,"Female","Yes","Holiday / vacation","To go sightseeing","Auckland airport","2025-02-03",18,NA,NA,"Yes","No","France","France","No",NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"65 - 69","Visited the North Island","Visited the South Island","Package",NA,"Most of the time",14530.49452,58.90815799491191,"13",445.6052106113758
2025,1,"2025-03-31","GEN24_1091913","Q1_2025_1_1253","2025-02-21","Auckland","Australia","Australia","None of these for 12 months or more","Male","Yes","Holiday / vacation","Just for the holiday","Auckland airport",NA,7,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"20 - 24","Visited the North Island",NA,"Independent Traveller",NA,"Sometimes",1040,794.5924779747786,"1",2277.6669824371056
2025,1,"2025-03-31","GEN24_1091917","Q1_2025_1_1254","2025-02-21","Auckland","Singapore","Rest of Asia",NA,"Female","Yes","Visiting friends / relatives","To visit friends","Auckland airport","2025-02-06",15,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"30 - 34","Visited the North Island","Visited the South Island","Independent Traveller","Rental car","Sometimes",4633.129167,766.0016178815987,"5",270.99472429997047
2025,1,"2025-03-31","GEN24_1091923","Q1_2025_1_1242","2025-02-21","Auckland","Korea, Republic of","Korea, Republic of",NA,"Male","Yes","Business",NA,"Christchurch airport","2025-02-16",5,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"45 - 49",NA,"Visited the South Island","Tour Group",NA,"Sometimes",16400,257.5476679294704,"8",259.52820587286806
2025,1,"2025-03-31","GEN24_1091928","Q1_2025_1_1249","2025-02-21","Auckland","Korea, Republic of","Korea, Republic of",NA,"Female","No","Holiday / vacation","Just for the holiday","Christchurch airport","2025-01-03",49,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar","No","75 or older","Visited the North Island","Visited the South Island","Independent Traveller","Rental car","Most of the time",10980.5289,210.533332399454,"8",1364.5033303455034
2025,1,"2025-03-31","GEN24_1091933","Q1_2025_1_1243","2025-02-21","Auckland","Australia","Australia","None of these for 12 months or more","Female","No","Visiting friends / relatives","To visit family","Auckland airport","2025-02-09",12,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"55 - 59","Visited the North Island",NA,"Tour Group","Car or van owned by you / family / friend(s) / company","Always",1370,489.8967992905363,"1",341.5441790469945
2025,1,"2025-03-31","GEN24_1091936","Q1_2025_2_94","2025-02-21","Wellington","Australia","Australia",NA,"Female","No","Other","For some other reason","Wellington airport","2024-10-18",126,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"60 - 64","Visited the North Island",NA,"Independent Traveller",NA,NA,6000,422.18929487612274,"15",341.5441790469945
2025,1,"2025-03-31","GEN24_1091944","Q1_2025_2_98","2025-02-21","Wellington","Australia","Australia","Victoria","Female","No","Visiting friends / relatives","To visit friends","Christchurch airport","2025-02-12",9,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"30 - 34",NA,"Visited the South Island","Independent Traveller","Rental car","Always",2045.16205,329.8140872816188,"15",690.6467068933931
2025,1,"2025-03-31","GEN24_1091953","Q1_2025_1_1239","2025-02-21","Auckland","Canada","Canada",NA,"Male","No","Visiting friends / relatives","To visit family","Auckland airport","2025-02-09",12,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"25 - 29","Visited the North Island",NA,"Tour Group",NA,NA,1780.269883,149.27555691528596,"6",446.3900788351965
2025,1,"2025-03-31","GEN24_1091954","Q1_2025_1_1255","2025-02-21","Auckland","Canada","Canada",NA,"Female","No","Holiday / vacation","Just for the holiday","Auckland airport","2025-02-10",11,NA,NA,"Not sure",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",4,1,"NZD - New Zealand dollar",NA,"40 - 44","Visited the North Island",NA,"Independent Traveller","Rental car","Always",1755.555556,123.32602872612806,"6",175.30351908910836
2025,1,"2025-03-31","GEN24_1091955","Q1_2025_1_1250","2025-02-21","Auckland","Canada","Canada",NA,"Female","No","Visiting friends / relatives","To visit friends","Auckland airport","2025-02-16",5,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"30 - 34","Visited the North Island",NA,"Independent Traveller",NA,"Never",1068.16193,154.91508931383007,"6",275.3059632102418
2025,1,"2025-03-31","GEN24_1091960","Q1_2025_1_1247","2025-02-21","Auckland","Canada","Canada",NA,"Female","Yes","Holiday / vacation","For some other reason (please specify)","Auckland airport","2025-02-05",16,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar","No","65 - 69",NA,NA,"Tour Group",NA,NA,16391.188,70.68496939490579,"6",NA
2025,1,"2025-03-31","GEN24_1091973","Q1_2025_1_1240","2025-02-21","Auckland","Germany","Germany",NA,"Female","Yes","Holiday / vacation","Just for the holiday","Auckland airport","2025-02-02",19,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"40 - 44","Visited the North Island",NA,"Tour Group",NA,NA,6023.067917,105.04446961528635,"5",166.2960147308607
2025,1,"2025-03-31","GEN24_1091978","Q1_2025_2_95","2025-02-21","Wellington","Australia","Australia","Victoria","Female","No","Holiday / vacation","Just for the holiday","Christchurch airport","2025-02-07",14,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"65 - 69","Visited the North Island","Visited the South Island","Independent Traveller","Rental car","Sometimes",2210.986,127.8059755206217,"15",216.06714239018302
2025,1,"2025-03-31","GEN24_1091979","Q1_2025_1_1256","2025-02-21","Auckland","Switzerland","Rest of Europe",NA,"Male","Yes","Holiday / vacation","Just for the holiday","Christchurch airport","2024-12-22",61,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"25 - 29","Visited the North Island","Visited the South Island","Independent Traveller","Rental car","Never",19325,110.85549463079181,"5",277.6771248855292
2025,1,"2025-03-31","GEN24_1091982","Q1_2025_1_1244","2025-02-21","Auckland","Qatar","Africa and Middle East",NA,"Male","Yes","Visiting friends / relatives","To visit family","Auckland airport","2025-02-15",6,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"45 - 49",NA,NA,"Tour Group",NA,"Sometimes",1568.619067,275.80805567039755,"5",369.09303134826484
2025,1,"2025-03-31","GEN24_1091986","Q1_2025_1_1257","2025-02-21","Auckland","Germany","Germany",NA,"Female","Yes","Holiday / vacation","Just for the holiday","Christchurch airport","2025-01-17",35,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"25 - 29",NA,NA,"Independent Traveller",NA,NA,9034.601875,90.89500494156489,"3",NA
2025,1,"2025-03-31","GEN24_1091989","Q1_2025_1_1241","2025-02-21","Auckland","Italy","Rest of Europe",NA,"Male","No","Conference / convention","Related to your job or business","Auckland airport","2025-01-11",41,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"45 - 49","Visited the North Island","Visited the South Island","Tour Group","Rental car","Most of the time",12787.4365,380.71500801844394,"3",369.09303134826484
2025,1,"2025-03-31","GEN24_1091991","Q1_2025_1_1248","2025-02-21","Auckland","Germany","Germany",NA,"Female","Yes","Holiday / vacation","Just for the holiday","Auckland airport","2025-01-13",39,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"30 - 34","Visited the North Island",NA,"Tour Group","Rental car","Most of the time",6152.795533,94.32895846903146,"3",127.08496968498598
2025,1,"2025-03-31","GEN24_1092002","Q1_2025_1_1258","2025-02-21","Auckland","Germany","Germany",NA,"Male","Yes","Holiday / vacation","To go sightseeing","Auckland airport","2025-02-05",16,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"35 - 39","Visited the North Island","Visited the South Island","Independent Traveller","Tour bus","Most of the time",14510.96055,87.45573614695627,"5",149.81952445707165
2025,1,"2025-03-31","GEN24_1092004","Q1_2025_3_319","2025-02-21","Christchurch","England","UK",NA,"Female","Yes","Holiday / vacation","Just for the holiday","Auckland airport","2025-02-03",18,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar","No","65 - 69","Visited the North Island","Visited the South Island","Tour Group","Tour bus","Most of the time",11368.72942,51.70410628260309,"13",93.29489641858673
2025,1,"2025-03-31","GEN24_1092010","Q1_2025_3_320","2025-02-21","Christchurch","Australia","Australia","New South Wales","Female","Yes","Holiday / vacation","To go sightseeing","Queenstown airport","2025-02-12",9,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"40 - 44",NA,"Visited the South Island","Tour Group","Rental car","Rarely",10071.04123,615.8894574846067,"13",778.0971594162685
2025,1,"2025-03-31","GEN24_1092013","Q1_2025_4_26","2025-02-21","Queenstown","Ireland","Rest of Europe",NA,"Male","Yes","Holiday / vacation","To go sightseeing","Queenstown airport","2025-02-17",4,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"60 - 64",NA,"Visited the South Island","Independent Traveller","Rental car","Rarely",4151.283733,1952.1427793791102,"16",350.5319005034989
2025,1,"2025-03-31","GEN24_1092014","Q1_2025_4_22","2025-02-21","Queenstown","Australia","Australia",NA,"Female","No","Holiday / vacation","Just for the holiday","Queenstown airport","2025-02-13",8,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"65 - 69",NA,NA,"Tour Group",NA,NA,6594.265745,1213.4183184025728,"16",NA
2025,1,"2025-03-31","GEN24_1092015","Q1_2025_4_24","2025-02-21","Queenstown","Australia","Australia","South Australia","Female","No","Other","For some other reason","Queenstown airport","2025-02-01",20,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"65 - 69",NA,"Visited the South Island","Independent Traveller","Rental car","Always",7462.07775,2747.4627656751113,"16",216.06714239018302
2025,1,"2025-03-31","GEN24_1092021","Q1_2025_4_23","2025-02-21","Queenstown","United States of America","USA",NA,"Female","Yes","Holiday / vacation","To go sightseeing","Auckland airport","2025-02-15",6,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"65 - 69","Visited the North Island","Visited the South Island","Independent Traveller","Tour bus","Most of the time",2229.554067,2111.967038846157,"16",557.2157748936421
2025,1,"2025-03-31","GEN24_1092022","Q1_2025_4_27","2025-02-21","Queenstown","Australia","Australia","Tasmania","Male","No","Holiday / vacation","Just for the holiday","Queenstown airport","2025-02-03",18,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"70 - 74",NA,"Visited the South Island","Independent Traveller","Rental car","Rarely",2763.7325,911.0495741014507,"16",381.29742605261424
2025,1,"2025-03-31","GEN24_1092023","Q1_2025_4_28","2025-02-21","Queenstown","Australia","Australia","New South Wales","Female","No","Holiday / vacation","To go sightseeing","Queenstown airport","2025-02-03",18,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"65 - 69",NA,"Visited the South Island","Independent Traveller",NA,"Never",5443.447532,840.9256269040931,"16",216.06714239018302
2025,1,"2025-03-31","GEN24_1092033","Q1_2025_4_25","2025-02-21","Queenstown","Australia","Australia","Queensland","Male","No","Holiday / vacation","For some other reason (please specify)","Queenstown airport","2025-02-07",14,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"75 or older",NA,"Visited the South Island","Independent Traveller","Rental car","Always",8678.12005,1144.7828544525466,"16",381.29742605261424
2025,1,"2025-03-31","GEN24_1092048","Q1_2025_1_1245","2025-02-21","Auckland","China, People's Republic of","China",NA,"Female","Yes","Education","On a school education trip","Auckland airport",NA,15,NA,NA,"Not sure",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"Under 20",NA,NA,"Tour Group",NA,NA,1676.759827,266.93241263908726,"3",NA
2025,1,"2025-03-31","GEN24_1092056","Q1_2025_1_1261","2025-02-21","Auckland","Korea, Republic of","Korea, Republic of",NA,"Female","No","Holiday / vacation","To go sightseeing","Auckland airport","2024-12-16",67,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"20 - 24","Visited the North Island","Visited the South Island","Independent Traveller","Car or van owned by you / family / friend(s) / company","Most of the time",2802.11652,472.4132771861194,"10",298.715538166165
2025,1,"2025-03-31","GEN24_1092059","Q1_2025_1_1259","2025-02-21","Auckland","France","Rest of Europe",NA,"Female","Yes","Other","To do seasonal work","Auckland airport","2024-09-01",173,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar","Yes","25 - 29",NA,NA,"Independent Traveller",NA,NA,5650,362.1858272887834,"3",NA
2025,1,"2025-03-31","GEN24_1092083","Q1_2025_1_1262","2025-02-22","Auckland","Japan","Japan",NA,"Male","Yes","Holiday / vacation","To go sightseeing","Auckland airport","2025-02-13",9,NA,NA,"Yes","No","Japan","Japan","No",NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"35 - 39","Visited the North Island","Visited the South Island","Tour Group","Tour bus","Not sure",9093.365768,170.8711661237679,"7",148.90724943408262
2025,1,"2025-03-31","GEN24_1092094","Q1_2025_1_1269","2025-02-22","Auckland","Singapore","Rest of Asia",NA,"Female","Yes","Holiday / vacation","For some other reason (please specify)","Auckland airport","2025-01-21",32,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"60 - 64","Visited the North Island",NA,"Independent Traveller",NA,NA,6162.061792,435.22528551862075,"5",342.09622335455373
2025,1,"2025-03-31","GEN24_1092100","Q1_2025_1_1263","2025-02-22","Auckland","Korea, Republic of","Korea, Republic of",NA,"Male","Yes","Holiday / vacation","To go sightseeing","Auckland airport","2025-02-15",7,NA,NA,"Yes","Not sure","Korea, Republic of","Korea, Republic of","No",NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar","No","60 - 64","Visited the North Island","Visited the South Island","Tour Group",NA,"Always",3516.883538,234.8228177945712,"9",1116.1873357235966
2025,1,"2025-03-31","GEN24_1092104","Q1_2025_1_1271","2025-02-22","Auckland","Korea, Republic of","Korea, Republic of",NA,"Female","No","Holiday / vacation","For your honeymoon","Auckland airport","2025-01-22",31,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"35 - 39","Visited the North Island","Visited the South Island","Independent Traveller","Rental car","Sometimes",6996.025042,275.2958600466999,"8",395.4967508897945
2025,1,"2025-03-31","GEN24_1092108","Q1_2025_1_1272","2025-02-22","Auckland","Korea, Republic of","Korea, Republic of",NA,"Female","Yes","Visiting friends / relatives","To visit friends","Auckland airport","2025-02-09",13,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",3,0,"NZD - New Zealand dollar",NA,"60 - 64","Visited the North Island","Visited the South Island","Independent Traveller","Car or van owned by you / family / friend(s) / company","Most of the time",2193.129204,219.85153743779193,"8",1364.5033303455034
2025,1,"2025-03-31","GEN24_1092113","Q1_2025_1_1264","2025-02-22","Auckland","United States of America","USA",NA,"Male","Yes","Holiday / vacation","To go sightseeing","Auckland airport","2025-02-18",4,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",3,0,"NZD - New Zealand dollar",NA,"70 - 74","Visited the North Island",NA,"Tour Group","Rental car","Not sure",1866.666667,516.1025775543422,"9",661.0351928482941
2025,1,"2025-03-31","GEN24_1092116","Q1_2025_3_325","2025-02-22","Christchurch","England","UK",NA,"Male","Yes","Holiday / vacation","Just for the holiday","Auckland airport","2025-02-04",18,NA,NA,"Yes","No","England","England","Yes",22,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar","No","60 - 64",NA,NA,"Tour Group",NA,NA,8769.551863,64.06317077264983,"13",NA
2025,1,"2025-03-31","GEN24_1092118","Q1_2025_3_328","2025-02-22","Christchurch","Germany","Germany",NA,"Male","No","Holiday / vacation","Just for the holiday","Christchurch airport","2024-12-27",57,NA,NA,"Yes","Yes",NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"60 - 64",NA,"Visited the South Island","Package",NA,"Most of the time",6764.368583,79.76459513255647,"13",163.65773797193543
2025,1,"2025-03-31","GEN24_1092124","Q1_2025_1_1273","2025-02-22","Auckland","Australia","Australia","Australian Capital Territory","Male","No","Holiday / vacation","For some other reason (please specify)","Auckland airport","2025-02-12",10,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"55 - 59","Visited the North Island",NA,"Independent Traveller","Rental car","Rarely",2611.727213,350.21720179620127,"1",602.7289245057826
2025,1,"2025-03-31","GEN24_1092126","Q1_2025_1_1278","2025-02-22","Auckland","Australia","Australia","None of these for 12 months or more","Female","No","Holiday / vacation","Just for the holiday","Christchurch airport","2025-01-27",26,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"30 - 34","Visited the North Island","Visited the South Island","Independent Traveller","Tour bus","Sometimes",3550,346.1192986814317,"1",690.6467068933931
2025,1,"2025-03-31","GEN24_1092129","Q1_2025_1_1268","2025-02-22","Auckland","United States of America","USA",NA,"Male","Yes","Holiday / vacation","Just for the holiday","Auckland airport","2025-02-17",5,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,2,"NZD - New Zealand dollar",NA,"50 - 54","Visited the North Island",NA,"Independent Traveller","App-based services such as Uber, Ola, etc","Most of the time",3994.984889,709.1169133952443,"9",867.466854303258
2025,1,"2025-03-31","GEN24_1092134","Q1_2025_1_1274","2025-02-22","Auckland","Australia","Australia","Western Australia","Male","No","Holiday / vacation","Just for the holiday","Auckland airport","2025-02-09",13,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",4,0,"NZD - New Zealand dollar",NA,"75 or older","Visited the North Island",NA,"Independent Traveller","Rental car","Most of the time",4887.5,300.7404357048297,"2",381.29742605261424
2025,1,"2025-03-31","GEN24_1092137","Q1_2025_1_1270","2025-02-22","Auckland","United States of America","USA",NA,"Female","Yes","Holiday / vacation","To go sightseeing","Auckland airport","2025-02-09",13,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"45 - 49","Visited the North Island","Visited the South Island","Independent Traveller","Rental car","Most of the time",4860.075367,754.1302263252933,"9",731.2261444544174
2025,1,"2025-03-31","GEN24_1092138","Q1_2025_1_1265","2025-02-22","Auckland","United States of America","USA",NA,"Female","Yes","Holiday / vacation","To go sightseeing","Auckland airport","2025-02-14",8,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"30 - 34",NA,NA,"Tour Group","Taxi / shuttle service","Sometimes",7550,744.5310671663383,"9",886.4745634550483
2025,1,"2025-03-31","GEN24_1092140","Q1_2025_1_1277","2025-02-22","Auckland","Wales","UK",NA,"Female","Yes","Holiday / vacation","For your honeymoon","Auckland airport","2025-02-03",19,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"35 - 39","Visited the North Island","Visited the South Island","Independent Traveller","Rental car","Sometimes",7786.19322,149.86149644491312,"9",318.3658896234097
2025,1,"2025-03-31","GEN24_1092142","Q1_2025_1_1266","2025-02-22","Auckland","United States of America","USA",NA,"Male","Yes","Holiday / vacation","Just for the holiday","Auckland airport","2025-02-02",20,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar","No","70 - 74","Visited the North Island",NA,"Tour Group","Tour bus","Rarely",15862.44,335.09019757563277,"9",661.0351928482941
2025,1,"2025-03-31","GEN24_1092148","Q1_2025_1_1275","2025-02-22","Auckland","United States of America","USA",NA,"Rather not say","No","Holiday / vacation","To go sightseeing","Auckland airport","2025-02-02",20,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar","No","55 - 59","Visited the North Island","Visited the South Island","Independent Traveller","Rental car","Never",10150.19911,400.11691798607006,"9",594.2292526912217
2025,1,"2025-03-31","GEN24_1092154","Q1_2025_1_1276","2025-02-22","Auckland","England","UK",NA,"Male","No","Holiday / vacation","For some other reason (please specify)","Auckland airport","2025-02-04",18,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"50 - 54","Visited the North Island",NA,"Independent Traveller",NA,NA,2580,153.57252432804984,"9",281.7158840557011
2025,1,"2025-03-31","GEN24_1092157","Q1_2025_1_1267","2025-02-22","Auckland","England","UK",NA,"Female","Yes","Holiday / vacation","Just for the holiday","Auckland airport","2025-02-01",21,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"55 - 59","Visited the North Island","Visited the South Island","Tour Group","Rental campervan / motor-home","Sometimes",8873.154667,133.4617755556412,"9",104.77187256921697
2025,1,"2025-03-31","GEN24_1092158","Q1_2025_3_329","2025-02-22","Christchurch","Germany","Germany",NA,"Male","Yes","Holiday / vacation","For a working holiday","Auckland airport","2024-09-21",154,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"Under 20","Visited the North Island","Visited the South Island","Independent Traveller","Car or van owned by you / family / friend(s) / company","Sometimes",5615.35255,291.23942108399365,"13",108.7439832361276
2025,1,"2025-03-31","GEN24_1092161","Q1_2025_3_327","2025-02-22","Christchurch","Australia","Australia","New South Wales","Male","No","Holiday / vacation","To go sightseeing","Christchurch airport",NA,11,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"65 - 69",NA,"Visited the South Island","Independent Traveller","Rental car","Always",3261.20435,299.7945289164029,"13",381.29742605261424
2025,1,"2025-03-31","GEN24_1092168","Q1_2025_1_1284","2025-02-23","Auckland","Australia","Australia","Victoria","Male","No","Holiday / vacation","Just for the holiday","Auckland airport","2025-02-18",5,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"70 - 74","Visited the North Island",NA,"Independent Traveller","Taxi / shuttle service","Not sure",1553.217665,368.6252008516521,"1",381.29742605261424
2025,1,"2025-03-31","GEN24_1092169","Q1_2025_1_1281","2025-02-23","Auckland","Australia","Australia","South Australia","Female","Yes","Visiting friends / relatives","To visit friends","Auckland airport","2025-02-12",11,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"45 - 49","Visited the North Island",NA,"Independent Traveller",NA,"Most of the time",800,600.9772496780471,"1",470.0404816293435
2025,1,"2025-03-31","GEN24_1092173","Q1_2025_1_1282","2025-02-23","Auckland","Australia","Australia","Victoria","Female","No","Holiday / vacation","For some special event or occasion (non-sport-related)","Auckland airport","2025-02-13",10,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"25 - 29","Visited the North Island",NA,"Independent Traveller",NA,"Not sure",331.6479,408.7166764695192,"1",690.6467068933931
